STORE CODE,ZONE,STATE,CITY,FORMAT  Type,FORMATE,STORE NAME,SAP Name of Store,NOC Store name
8287,North,Haryana,Rohtak,Trends,REGULAR,Medical mode,RRL Trends Medical Mod Rohtak,Rohtak Medical Chowk
8124,North,NCR,Ghaziabad,Trends,REGULAR,Opulent Mall,RRL Trends Opulent Mall Ghazia,Ghaziabad Opulent
8123,North,NCR,Ghaziabad,Trends,REGULAR,Mahagun,RRL Trends Mahagun Metro Mall,Ghaziabad Mahagun
8101,North,Rajasthan,Ajmer,Trends,Fitch,Cine Mall Ajmer,RRL Trends Cine Mall Ajmer Sto,Ajmer Cine Mall
8038,North,NCR,Rewari,Trends,REGULAR,BMG Mall,RRL Trends Rewari Haryana Fran,Rewari BMG
8037,North,Haryana,Kurukshetra,Trends,REGULAR,Kessel Mall,RRL Trends Kessel Mall Kurukes,Kurkshtr Kessel Mall
8036,North,NCR,Gurgaon,Trends,Fitch,Anzal Plaza,RRL Trends Ansal Plaza Gurgaon,Gurgaon Ansal Plaza
8035,North,NCR,Gurgaon,Trends,Fitch,Ambi Mall,RRL Trends Ambi Mall Gurgaon S,Gurgaon Ambience Mal
8026,North,NCR,Delhi,Trends,REGULAR,CBD,Delhi Funcity Mall,Delhi Funcity Mall
8025,North,NCR,Delhi,Trends,Fitch,V3S,RRL Trends V3S Mall Delhi Spec,Delhi V3S Mall
8021,North,Punjab,Chandigarh,Trends,Fitch,Elante,RRL Trends Elante Mall Chandi,Chandgrh Elante Mall
8015,South,Andhra Pradesh,Vizianagaram,Trends,REGULAR,Bochupeta,RRL Trends Bochupeta Vizianaga,Vizag Bochupeta
8014,South,Andhra Pradesh,Vizag,Trends,Fitch,CMR viz,RRL Trends Chandana Brothers M,Vizag CMR Central
8013,South,Andhra Pradesh,Vijayawada,Trends,Fitch,KBR MALL,RRL Trends KBR Heights Vijayw,Vijaywda BenzCircle
8012,South,Andhra Pradesh,Rajahmundry,Trends,REGULAR,Alcot Gardens,RRL Trends Alcot Gardens Rajah,Rajmundr AlcotGardn
8003,South,Andhra Pradesh,Guntur,Trends,REGULAR,Lakshmipuram,RRL Trends Lakshmipuram Guntur,Guntu Lakshmipuram
8002,South,Andhra Pradesh,Guntur,Trends,REGULAR,Varasiddhi Arcade,RRL Trends Varasiddhi Arcade,Guntur Arundelpet
8001,South,Andhra Pradesh,Eluru,Trends,REGULAR,Central Plaza,RRL Trends Central Plaza Eluru,Eluru Central Plaza
8000,South,Andhra Pradesh,Bheemavaram,Trends,REGULAR,Bheemavaram,RRL Trends Bheemavaram Store,Bhimavrm City Cntr
5996,North,Rajasthan,Bhilwara,Trends,REGULAR,"Reliance Mall , Bhilwara",Bhilwara RIL Mall,Bhilwara RIL Mall
5994,North,Rajasthan,Bharatpur,Trends,REGULAR,"RIL Mall, Bharatpur, Bharatpur",RRL Trends Bharatpur Rajasthan,Bharatpur RIL Mall
5967,South,Andhra Pradesh,Kakinada,Trends,REGULAR,Bhanugudi Junction,RRL Trends Kakinada,Kakinada Bhanugudi
5933,North,Haryana,Sonipat,Trends,REGULAR,"Opp. Vishal Megamart, Atlus Road",RRL Trends Sonipat,Sonipat Atlus Road
5912,South,Andhra Pradesh,Narasaraopet,Trends,REGULAR,"Palnadu Road, Narsaraopet",RRL Trends Narasaraopet AP,Narsaropet Sunita Pl
5907,South,Andhra Pradesh,Nellore,Trends,REGULAR,Felicity Mall,RRL Trends Dargamitta Nellore,Nellore Felicity Mal
5886,North,NCR,Ghaziabad,Trends,Fitch,"Habitat Centre Mall, Indirapuram",RRL Trends Indirapuram Ghaziab,Ghaziabad Indirapurm
5885,North,Rajasthan,Bikaner,Trends,Fitch,Rani Bazaar,RRL Trends GCK Tower Bikaner,Bikaner GCK Tower
5861,South,Andhra Pradesh,Tirupati,Trends,REGULAR,"Tirupati, Bypass Road",Reliance Trends - TIRUPATI,Tirupati ByePass Rd
5822,North,Punjab,Hoshiarpur,Trends,REGULAR,"Mall Road, Hoshiarpur",RRL Trends Hoshirapur Punjab,Hoshiarpur ML Plaza
5811,North,Rajasthan,Jaipur,Trends,Fitch,"GT CENTRAL MALL, Jaipur",RRL Trends GT Central Mall Jai,Jaipur GT Central
5794,North,Haryana,Panipat,Trends,REGULAR,Panipat Haryana,RRL Trends Panipat Haryana,Panipat Gohana
5763,North,NCR,Delhi,Trends,REGULAR,"VijayPark , Najafgarh",RRL Trends Najafgarh Delhi,Delhi Najafgarh
5759,North,NCR,Noida,Trends,REGULAR,Logix Mall -Flagship,RRL Trends Logix Mall Noida,Noida Logix Mall
5753,South,Andhra Pradesh,Anantapur,Trends,REGULAR,Subhash Road,RRL TRENDS Kamla Nagar Anantap,Anantapur Kamla Ngr
5744,North,Rajasthan,Kota,Trends,REGULAR,Cine Mall,RRL Trends Kota Rajasthan,Kota Cine Mall
4826,North,NCR,Delhi,Trends,Fitch,"RIL Mall, Dwarka, Delhi",RRL Trends Dwarka City Center,Delhi RIL Mal Dwarka
1994,South,Andhra Pradesh,Cuddapah,Trends,REGULAR,CSI Compound,RRL Trends Cuddapah AP,Cuddapah Koti Circle
1989,South,Andhra Pradesh,Ongole,Trends,REGULAR,"Trunk Road , Ongole",RRL Trends Ongole,Ongole RIL Mall
1965,North,Haryana,Ambala,Trends,Fitch,Prem Nagar Ambala,RRL Trends Prem Nagar Ambala c,Ambala Prem Nagar
1956,North,Haryana,Karnal,Trends,REGULAR,"Dayal Singh Colony , Karnal",RRL Trends Dayal Singh Colony,Karnal Dayal Colony
1941,South,Andhra Pradesh,Kurnool,Trends,REGULAR,"Ril Mall , Kurnool",RRL Trends Kurnool,Kurnool Budhawarpet
TC5Y,South,Karnataka,Mangalore,Trends,Azorte,NEXUS MALL,Mangalore Fiza By Nexus Mall,Mangalore Fiza By Nexus Mall
TWQU,South,Karnataka,Bangalore,Trends,AZORTE,Trends Garuda Mall,RRL Trends Garuda Mall,Bangalore Garuda Mall Magrath Road
TKN8,North,Uttar Pradesh,Gorakhpur,Trends,Azorte,"Hanuman Mandir Rd, Betiahata",RRL Trends Gorakhpur Betiahata,Gorakhpur Betiahata
TDN9,West,Gujarat,Ahmedabad,Trends,Azorte,"AchalRaj Building, Law Garden",RRL Trends Ahmedabad Mithikali,Ahmedabad Mithakali
8097,North,Punjab,Jalandhar,Trends,Azorte,Big C,Jalandhar Big C Lajpat Ngr,Jalandhar Big C Lajpat Ngr
TX3U,South,Andhra Pradesh,Tirupati,Trends,Azorte,Trends TUDA Road,RRL Trends Tirupathi Tata Naga,Tirupathi Tuda Road
TX3Z,North,Jammu and Kashmir,Srinagar,Trends,Azorte,Trends Rajbagh,RRL Trends Srinagar Rajbagh,Srinagar Rajbagh
T35W,West,Gujarat,Anand,Trends,AZORTE,Trends Anand Krishna Shrey,RRL Trends Anand Krishna Shrey,Anand Krishna Shreya
TWOY,North,NCR,Delhi,Trends,Fitch,"Rajori Garden, Najabgarh road",Rrl Trends Delhi Rajouri Garde,Delhi Rajori Garden Najabgarh road
T4RE,West,Gujarat,Surat,Trends,Trends 3.0,Ashirwad Highstreet  City Light,RRL Trends Aashirwad Mall Sura,Surat Ashirwad Highstreet
T32F,South,Telangana,Hyderabad,Trends,FITCH,Nallaganlla,RRL Trends Hyderabad Nallagand,Hyderabad Nallagandla
TST1,South,Andhra Pradesh,Ananthpur,Trends,REGULAR,Rudrampeta,RRL Trends Rudrampeta Anantapu,Anantapur Rudrampeta
1882,East,Assam,Jorhat,Trends,Regular,"Proythaban Tower, Jorhat",RRL Trends Gar-Ali Jorhat As,Jorhat City Centre
1883,East,Assam,Guwahati,Trends,Regular,"Bijaya Crescent , GS Road",Guwahati G S Road,Guwahati G S Road
1903,East,Assam,Guwahati,Trends,Fitch,"Parnil Palace, Guwahati",RRL Trends Zoo Road Guwahati A,Guwahati Zoo Road
5746,East,Tripura,Agartala,Trends,Regular,"Baid Property , Agartala",RRL Trends Agartala,Agartala ShakuntlaRd
5969,East,Nagaland,Dimapur,Trends,Fitch,Agarwal Towers,RRL Trends Dimapur,Dimapur Agarwal Twr
5970,East,Arunachal Pradesh,Itanagar,Trends,Regular,Zero point,RRL Trends Itanagar,Itanagar Zero Point
8017,East,Assam,Guwahati,Trends,Fitch,Star City Mall,RRL Trends Star City Mall Guwa,Guwahati Star City
8093,East,Meghalaya,Shillong,Trends,Regular,"Marba Hub, Shillong",RRL Trends Marbaniang Shillon,Shillong Marba Hub
8311,East,Assam,Tinsukhia,Trends,Regular,"Shanti Commercial, Tinsukhia",RRL TRENDS Tinsukhia Assam,Tinsukia GNB Road
8398,East,Assam,Dibrugarh,Trends,Regular,SG Commercial Complex,RRL Trends RNC Path Dibrugarh,Dibrugrh RNC Path
9519,East,Assam,Tezpur,Trends,Fitch,Imperial Parijat,RRL Trends Tezpur Assam,Tezpur Imperial
T722,East,Assam,Bongaigaon,Trends,Fitch,AOC Road,RRL Trends Arihant Towers Bong,Bongaigan AOC Road
T961,East,Assam,Silchar,Trends,Fitch,Imperial Mall,RRL Trends Imperial Mall SILCH,Silchar Imperial Twr
TDS8,East,Assam,Barpeta,Trends,Fitch,"BB Road, Near HDFC Bank",RRL Trends Barpeta,Barpeta BB Road
TIQ7,East,Assam,Halflong,Trends,Fitch,Dist- Dima Hasao,RRL Trends Halflong,Halflong Samza Razi
TIX2,East,Assam,Nalbari,Trends,Fitch,N.T. Road,Trends Nalbari,Raha Nalbari NT Road
TKA4,East,Manipur,Imphal,Trends,Fitch,Paona Bazaar,RRL Trends Imphal Paona Bazar,Imphal City Life option
TKC3,East,Assam,Nagaon,Trends,Fitch,City Life,RRL Trends Nagaon City life,Nagaon City Life
TKC5,East,Assam,Dhemaji,Trends,Fitch,Dhemaji,RRL Trends Dhemaji,Dhemaji
TLA3,East,Assam,Diphu,Trends,Fitch,"MG Road, Diphu",RRL Trends Diphu,Diphu MG Road
TLS1,East,Arunachal Pradesh,Pachighat,Trends,Fitch,"Pachighat , Upper Banskota Pasighat",RRL Trends Pasighat East Sian,Pachighat Upper Banskota
TLU5,East,Assam,Dibrugarh,Trends,Fitch,"A T Road,Besides Big Bazar",RRL Trends Dibrugarh,Dibrugarh Besides Big Bazaar
TSM0,East,Meghalaya,Shillong,Trends,Fitch,"Trends Next to Anderson Plaza, Laithmukrah",RRL Trends Shillong,Shillong Next to Anderson Plaza Laithmukrah
TSN1,East,Assam,Hojai,Trends,Fitch,Hojai Main Market,RRL Trends Hojai,Hojai Main Market
TSO4,East,Assam,Guwahati,Trends,Fitch,"NCS Square Mall, Adabari",RRL Trends Guwahati NCS Square,Guwahati NCS Square Mall Adabari
TST0,East,Tripura,Agartala,Trends,Fitch,Trends Imperial Heights,RRL Trends Imperial Heights Ag,Agartala Imperial Heights
TST6,East,Assam,Guwahati,Trends,Fitch,Trends Revenue Circle Kamrup Guwahati,RRL Trends Revenue Circle Kamr,Guwahati Lal Ganesh
TTS8,East,Assam,Guwahati,Trends,Fitch,"Beltola, Guwahati",RRL Trends Guwahati Beltola,Guwahati Beltola
TTY1,East,Assam,Lakhimpore,Trends,Fitch,"DK Road, Near SBI",RRL Trends Lakhimpur,Lakhimpore DK Road Near SBI
TW61,East,Assam,Guwahati,Trends,Fitch,"Girish Mansion, MRD Road",RRL Trends Guwahati Ulubari,Guwahati Ulubari
TWOZ,East,Assam,Goalpara,Trends,Fitch,Shah Alam option,Rrl Trends Goalpara,Goalpara Shah Alam option
TWPH,East,Assam,Tinsukia,Trends,Fitch,Green Heights Mall,RRL Trends Tinsukia Green Heig,Tinsukia Green Heights Mall
TWPV,East,Assam,Karimgunj,Trends,Fitch,Sakshi Gopal Option,RRL Trends Karimganj,Karimgunj Sakshi Gopal Option
TWQF,East,Nagaland,Dimapur,Trends,Fitch,"Trends Hong Kong Market, Dimapur",RRL Trends Dimapur Hongkong Ma,Dimapur Hong Kong Market
TX4I,East,Assam,Silchar,Trends,Fitch,Trends Rangirkhadi Point,RRL Trends Rangirkhari Ambikap,Silchar Rangirkhadi Point
TXUC,East,Assam,Bongaigaon,Trends,Fitch,Universal Studio Mall,RRL Trends Bongaigaon-Universa,Bongaigaon Universal Studio Mall
TZ26,East,Nagaland,Kohima,Trends,Fitch,Near ITI Kohima,RRL Trends KOHIMA,Kohima Bayavu Colony
TZ27,East,Assam,Biswanath,Trends,Fitch,Biswanath Chariali Main Road,RRL Trends Biswanath Assam,Biswanath
5799,East,Bihar,Arrah,Trends,Regular,Dindayal Complex at Karmantola,RRL Trends Arrah Bihar,Arrah Dindayal Cmplx
5805,East,Bihar,Purnia,Trends,Fitch,"Ayushi Complex, Kali Baru Chowk",RRL Trends Ayushi Complex Purn,Purnia Ayushi Comp
5821,East,Bihar,Darbhanga,Trends,Regular,G M Road,RRL Trends Darbhanga Bihar,Darbhnga GM Road
5863,East,Bihar,Bettiah,Trends,Regular,"AJ Complex, Opp. Vishal Mega Mart, Bettiah",Reliance Trends - BETTIAH,Bettiah Main Road
5908,East,Jharkhand,Hazaribagh,Trends,Regular,"Indralok, Hazaribagh",RRL Trends Hazirbagh Jharkhand,Hazaribag Indralok
8018,East,Bihar,Gaya,Trends,Regular,APR City Center,RRL Trends APR Citycenter Mall,GayaApr City Centre
8019,East,Bihar,Muzaffarpur,Trends,Regular,UB Tower Muzaffarpur,RRL Trends UB Tower Muzaffarpu,MuzafarpurUB Tower
8039,East,Jharkhand,Bokaro,Trends,Regular,Bokaro Mall,Bokaro Bokaro Mall,Bokaro Bokaro Mall
TSO7,East,Bihar,Gopalganj,Trends,Fitch,Trends SARSWATI TAIKIES,RRL Trends Gopalganj,Gopalganj Sarswati Taikies
TWQM,East,Bihar,Muzaffarpur,Trends,Fitch,P & M Mall,RRL Trends P & M Mall,Muzaffarpur P&M Mall
8040,East,Jharkhand,Dhanbad,Trends,Regular,Ozone,RRL Trends Ozone Galleria Dhan,Dhanbad Ozone Mall
8306,East,Bihar,Patna,Trends,Regular,Ambition Sapphire,RRL Trends Ambition Saphire Bi,Patna Ambition Saphr
8344,East,Jharkhand,Ranchi,Trends,Regular,Sandhya Tower,RRL Trends Sandhya Tower Ranch,Ranchi Sandhya Tower
8379,East,Jharkhand,Ranchi,Trends,Regular,Maru Tower,RRL Trends Maroo Towers Ranchi,Ranchi TIMS Maru Twr
TSL3,East,Bihar,Bihar,Trends,Fitch,Trends Near 1 India Mart road,Araria Near 1 India Mart road,Araria Near 1 India Mart Road
TSN9,East,Jharkhand,Jamshedpur,Trends,Fitch,"Basant Talkies, Sakchi",RRL Trends Jamshedpur Sakchi,Jamshedpur Basant Talkies Sakchi
TZ25,East,Jharkhand,Giridih,Trends,Fitch,"Centre Point, Court Road",RRL Trends GIRIDIH,Giridih Centre Point Court Road
9089,East,Bihar,Muzaffarpur,Trends,Fitch,DRB Mall,RRL Trends DRB Mall Muzaffarpu,Muzafarpur DRB Mall
TSO9,East,Bihar,Sasaram,Trends,Fitch,Near Madhya Gramin Bank,RRL Trends Sasaram,Sasaram Near Madhya Gramin Bank
TSQ1,East,Bihar,Bhagalpur,Trends,Fitch,Trends Tilkamanjhi Chowk,RRL Trends Tilakmanjhi Bhagalp,Bhagalpur Tilkamanjhi Chowk
TU37,East,Bihar,Aurangabad,Trends,Fitch,"Old GT Road, Aurangabad",RRL Trends Aurangabad Bihar,Aurangabad Old GT Rd
TWQI,East,Bihar,Patna,Trends,Fitch,"Ambition Corporate Center, East Boring Canal Road",RRL Trends East Boring Canal R,Patna Ambition Corporate Center East Boring Canal Rd
TZ24,East,Bihar,Motihari,Trends,Fitch,Arya Samaj Road,RRL Trends Motihari,Motihari Arya Samaj Road
TLS0,East,Bihar,Patna,Trends,Fitch,"Saguna More, Beside Royal Enfield",RRL Trends Patna Saguna More,Patna Near Saguna More
TX4G,East,Bihar,Begusarai,Trends,Fitch,Trends Near Har Har Mahadeo Chowk Begusarai,RRL Trends Begusarai Diamond,Begusarai Near Hotel Blue Diamond
TX99,East,Bihar,Katihar,Trends,Fitch,Rajendra Path,RRL Trends Katihar,Katihar Rajendra Pat
TY28,East,Bihar,Samastipur,Trends,Fitch,"Kranti Hotel, Mohanpur Road",RRL TRENDS SAMASTIPUR,Samastipur Kranti Hotel Mohanpur Road
TY29,East,Jharkhand,Ramgarh,Trends,Fitch,Grandeur Shoppee,RRL Trends RAMGARH,Ramgarh Co located with Smart Hazaribagh Rd
TY52,East,Bihar,Darbhanga,Trends,Fitch,"Laheriasarai Tower, VIP Road",RRL Trends Darbhanga,Darbhanga Laheriasarai Tower VIP Rd
TZVA,East,Bihar,Patna,Trends,Fitch,"Trends Urban Plaza, HATHUA MARKET",RRL Trends Hathwa Market Patna,Patna Urban Plaza Hathua Market
8041,East,Jharkhand,Jamshedpur,Trends,Regular,Bombay Tower,RRL Trends Bombay Tower Jamsh,Jamshedpr Bombay Twr
TM78,East,Bihar,Gaya,Trends,Fitch,GB Road,RRL Trends GAYA,Gaya G B Road
TK49,East,Bihar,Patna,Trends,Fitch,"Near P & M Mall, Patliputra",RRL Trends UNO complex Patna,Patna Polytechnic
9673,East,Bihar,Sitamarhi,Trends,Fitch,Near Bazar,RRL Trends Sitamarhi Bihar,Sitamarhi Kot Bazaar
9700,East,Bihar,Begusarai,Trends,Fitch,Kaliasthan Chowk,RRL Trends Begusarai Bihar,Begusarai Kali Chowk
FR3M,East,Bihar,Bhagalpur,Trends,Fitch,RR-BHAGALPUR-D N SINGH ROAD,TV Bhagalpur D N Singh Roa,Bhagalpur TV D N Singh Road
TL35,East,Bihar,Chapra,Trends,Fitch,Near Municipal Chowk,RRL Trends Chapra,Chapra Near Municipal Chowk
TL36,East,Jharkhand,Dumka,Trends,Fitch,"Royal Majestic, Durga Astham Road",RRL Trends Dumka,Dumka Royal Majestic
TDG7,East,Bihar,Supaul,Trends,Fitch,"Hathkhola Road, Lohia Nagar",RRL Trends Supaul,Supaul Hathkhola Rd
TE45,East,Bihar,Madhubani,Trends,Fitch,"Opp Cloud – 9 Hotel, Madhubani",RRL Trends Madhubani Bihar,Madhubani Main Mkt
TH52,East,Bihar,Gopalganj,Trends,Fitch,Gopalganj Station Road,RRL Trends Gopalganj,Gopalganj Station Road
TMA2,East,Jharkhand,Lohardaga,Trends,Fitch,Ranchi-Lohardaga,RRL Trends Lohardaga,Lohardaga Ranchi Lohardaga
TIY0,East,Bihar,Bhabua,Trends,Fitch,"Suraj Tower, Bhabua",Bhabua Suraj Tower,Bhabua Suraj Tower
TSK9,East,Bihar,Khagaria,Trends,Fitch,"Baluyahi, M.G Road",RRL Trends Khagaria,Khagaria Beside Honda MG Road
TK58,East,Jharkhand,Ranchi,Trends,Fitch,"Arsh Heights, Doranda",RRL Trends Arsh Heights Jharkh,Ranchi Arsh Heights
T596,East,Bihar,Patna,Trends,Fitch,"Kankerbagh, Besides Vishal Mega Mart",RRL Trends Vijay aman Patna,Patna Kankarbagh
TC86,East,Bihar,Biharsharif,Trends,Fitch,Ramchandrapur,RRL Trends Biharsharif,Nalanda Chakajiyian
TCH7,East,Bihar,Lakhisarai,Trends,Fitch,"AD Mall, Chitranjan Road",RRL Trends Lakhisarai,Lakhisarai AD Mall
TDS6,East,Bihar,Dehri,Trends,Fitch,"Near Sonebriz Hotel, Gandhi Nagar, Pali Road",RRL Trends Dehri Bihar,Dehri Gandhi Nagar
TDX4,East,Jharkhand,Daltonganj,Trends,Fitch,"Redma Chowk, Daltonganj",RRL Trends Daltonganj,Daltonganj Redma Chowk
TEV9,East,Bihar,Patna,Trends,Fitch,Phulwari Sharif,Patna Phulwri Sharif,Patna Phulwri Sharif
TFU7,East,Jharkhand,Godda,Trends,Fitch,"Jaiswal Building, Bhagalpur Road",RRL Trends Godda,Godda Jaiswal Building Bhagalpur Road
TGV4,East,Bihar,Bagaha,Trends,Fitch,Valmikinagar Road,RRL Trends Bagaha,Bagaha West Champarn
TGZ9,East,Bihar,Siwan,Trends,Fitch,Rajendra Path,RRL Trends Siwan,Siwan Rajendra Path
THA1,East,Bihar,Jamui,Trends,Fitch,"Near V-Mart, Krishnapatti",RRL Trends Jamui,Jamui Near V Mart Krishnapatti
TJC2,East,Jharkhand,Khunti,Trends,Fitch,"Khunti,Torpa Road",TRENDS KHUNTI,Khunti Near Bhagat Singh Chowk
TK50,East,Bihar,Patna,Trends,Fitch,"Westend mall, Patna",RRL Trends Western Mall Patna,Patna Western Mall
TZ60,East,West Bengal,Tamluk,Trends,Fitch,Tamluk Downtown Enclave,RRL Trends Tamluk,Tamluk Downtown Enclave
TY5D,East,West Bengal,Kolkata,Trends,Fitch,Rashbehari Avenue,RRL Trends Rash Bihari Avenue,Kolkata Rashbehari Avenue
TXZN,East,West Bengal,Murshidabad,Trends,Fitch,Trends Netaji market,RRL Trends Murshidabad,Murshidabad Netaji Market
TXRN,East,West Bengal,Asansol,Trends,Fitch,"Horizon, G T Road",RRL Trends GT Road Asansol,Asansol Horizon G T Road
TXP7,East,West Bengal,Durgapur,Trends,Fitch,Benachity,RRL Trends Benachity,Durgapur Benachity
TX73,East,West Bengal,Kolkata,Trends,Fitch,"Swabhumi Square, Dumdum Road",RRL Trends DUM DUM KOLKATA,Kolkata Dum Dum Rd
TWQH,East,West Bengal,Kolkata,Trends,Fitch,"Trends City Market,Humayun Place,  Dharmatala",RRL Trends Citi Mart Kolkata,Kolkata City Market (Mart) Humayun Place Dharmatala
TWPY,East,West Bengal,Kolkata,Trends,Fitch,"Trends Bangabasi, Panchdeep Mall, Howrah Maidan",RRL Trends Platina Mall,Kolkata Bangabasi Panchdeep Mall Howrah Maidan
TWPA,East,West Bengal,Bandel,Trends,Fitch,Swapan Bhawal Option,RRL Trends Bandel,Bandel Swapan Bhawal Option
TV92,East,West Bengal,Kolkata,Trends,Fitch,"B.T.Road, Peerless Nagar, Sodepur",RRL Trends Kolkata Sodepur,Kolkata Peerless Ngr
TU28,East,West Bengal,Asansol,Trends,Fitch,"Galaxy Mall, Burnpur Road",RRL Trends Asansol Galaxy Mall,Asansol Galaxy Mall
TSN6,East,West Bengal,Suri,Trends,Fitch,"Trends Suri, Besides Bequest Hotel",RRL Trends Suri,Suri Besides Bequest Hotel
TSK2,East,West Bengal,Chandan Nagar,Trends,Fitch,"Chandannagar, Dist-Hooghly",RRL Trends Chandannagar,Chandan Nagar Barabazaar Main Road
TSK0,East,West Bengal,Alipurduar,Trends,Fitch,"Trends BF Road, Alipurduar",RRL Trends Alipurduar,Alipurduar BF Road
TS17,East,West Bengal,Balurghat,Trends,Fitch,"Hili More, Mangalpur",Trends Balurghat,Balurghat Hili More Mangalpur
TR92,East,Sikkim,Gangtok,Trends,Fitch,Vajra Cinema Hall,RRL Trends Vajra World Gangtok,Gangtok Vajra World
TR54,East,West Bengal,Malda,Trends,Fitch,Rathtala More,Trends Malda,Malda English Bazar
TN06,East,West Bengal,Kolkata,Trends,Fitch,"Ananda Bhawan, Kamalgachi",Kolkata Kamalgachi,Kolkata Kamalgachi
TMJ8,East,West Bengal,Kolkata,Trends,Fitch,"Ramkrishna Cinema, Naihati",RRL Trends Naihati,Kolkata Gita Complex
TMJ5,East,West Bengal,Chinsurah,Trends,Fitch,"G.T.Road, Hooghly - Milan Cinema",RRL Trends Hooghly Chinsura,Chinsurah G T Road Hooghly Milan Cinema
TMJ2,East,West Bengal,Uluberia,Trends,Fitch,"Uluberia, Near Bus Stand Purusatampur",Howrah Uluberia,Howrah Uluberia
TL04,East,West Bengal,Kolkata,Trends,Fitch,Madhyamgram on Sodpur Road,RRL Trends Madhyamgram,Kolkata Madhyamgram
TJT9,East,West Bengal,Berhampore,Trends,Fitch,"Trends Gora bazaar, Lal Dighi, Behrampore",RRL Trends Behrampore,Berhampore Gora Bazaar Lal Dighi Behrampore Wb
TJH2,East,West Bengal,Dankuni,Trends,Fitch,"Near Vishal Mega Mart, Stn Road",RRL Trends Dankuni,Dankuni Near Vishal Mega mart Stn Rd
TH54,East,West Bengal,Raigunj,Trends,Fitch,Sudarshanpur,RRL Trends Raiganj,Raigunj Sudarshanpur
TH47,East,West Bengal,Jalpaiguri,Trends,Fitch,Kadamtala,RRL Trends Jalpaiguri,Jalpaiguri Kadamtala
TH37,East,West Bengal,Kolkata,Trends,Fitch,"Unimark Riviera ,Uttarpara",RRL Trends Unimark Square Utta,Kolkata Unimark Sqr
TGV6,East,West Bengal,Jhargram,Trends,Fitch,"Jhargram, Raghunathpur",RRL Trends Jhargram,Jhargram Opposite HDFC bank
TG54,East,West Bengal,Kharagpur,Trends,Fitch,"QED Mall, Kharagpur",RRL Trends QED Mall Kharagpur,QED Mall Kharagpur
TEW4,East,West Bengal,West Bengal,Trends,Fitch,"Trends PRM Market City, Burdwan Road",Siliguri PRM Market City Burdwan Road,Siliguri PRM Market City Burdwan Road
TE40,East,West Bengal,Haldia,Trends,Fitch,"City Centre Mall, Haldia",RRL Trends Bhawanipur Haldia,Haldia Bhawanipur
TDS7,East,West Bengal,Bankura,Trends,Fitch,Natunchati Road,RRL Trends Bankura,Bankura Machantala
TDF1,East,West Bengal,Kolkata,Trends,Fitch,"Shantipur, Nadia",RRL Trends Kolkata Shantipur,Kolkata Shantipur Nadia
TCY1,East,West Bengal,Durgapur,Trends,Fitch,"City Centre, Ambedkar Sarani",RRL Trends Durgapur City Centr,Durgapur City Centre Ambedkar Sarani
TCV1,East,West Bengal,Kolkata,Trends,Fitch,"Amtala,Udayrampur",RRL Trends Kol Amtala,Kolkata Aamtala
TCJ7,East,West Bengal,Kolkata,Trends,Fitch,"G T Road, Ward No 5, Sheoraphuli",RRL Trends Hooghly,Kolkata G T Road Sheoraphuli
TCJ4,East,West Bengal,Habra,Trends,Fitch,"Netaji More, Jessore Road",RRL Trends Habra,Habra Jessore Rd
TAUT,East,West Bengal,Kalimpong,Trends,Fitch,Trends Kalimpong,RRL Trends Kalimpong,Kalimpong 9th Mile Kalimpong
T811,East,West Bengal,Cooch Behar,Trends,Fitch,"S N Road, Baburbagh",Trends Coochbehar,CoochBehar SN Road
T632,East,West Bengal,Kolkata,Trends,Fitch,Kanchrapara,RRL Trends Kancharapara,Kolkata Kanchrapara
T630,East,West Bengal,Purulia,Trends,Fitch,Raghavpur More,RRL Trends Puruliya,Purulia Raghavpur
T625,East,West Bengal,Krishnanagar,Trends,Fitch,D.L.Roy Road,RRL Trends Krishnanagar WB,Krishnangr Bowbazar
T542,East,West Bengal,Kolkata,Trends,Fitch,"Ghosh para Road, Barrackpore",RRL Trends Barrackpore Kolkata,Kolkata Barrackpore
T174,East,West Bengal,Siliguri,Trends,Fitch,Trends Salbari Siliguri,RRL Trends Salbari Siliguri,Siliguri Salbari
T0HZ,East,West Bengal,Kolkata,Trends,Fitch,"Trends Jafarpur, Near Amala Cinema Hall Kolkata",RRL Trends Kolkata Barrackpore,Jafarpur Kolkata
FRZ7,East,West Bengal,Cooch Behar,Trends,Fitch,TV-PRM Cooch Behar,Trends COOCH BEHAR MARKET CITY,Cooch Behar FBB Cooch Behar Market City
FR1U,East,West Bengal,Kolkata,Trends,Fitch,TV-Konnagar,TV Kolkata Konnagar Indira,Kolkata TV FBB Kolkata Konnagar Indiragandhi Sarani
FR1A,East,West Bengal,Srirampore,Trends,Fitch,TV-Shrirampore 2,TV Serampore Queen Plaza,Sreerampore TV FBB Sreerampore Queen Plaza
8381,East,Sikkim,Gangtok,Trends,Regular,"Golden Plaza, Gangtok",RRL Trends Golden Plaza Ganngt,Gangtok Golden Plaza
8356,East,West Bengal,Siliguri,Trends,Regular,"Sevoke Road, Siliguri",RRL Trends Sevoke Road Siligur,Siliguri Sevoke Road
8141,East,West Bengal,Siliguri,Trends,Fitch,City center Mall Siliguri,RRL Trends City Center Mall Si,Siliguri City Center
